3008	11.25
3010	10.15
3012	14.25
3028	19.45
3029	22.65
3030	19.35
3031	23.15
3032	20.25
3033	15.65
3034	18.85
3035	33.55
3036	159.05
3037	228.15
3044	142.45
3045	15.65
3046	284.55
3047	309.95
3048	16.65
3049	22.75
3050	147.95
3051	153.65
3052	326.25
3053	14.45
3054	16.85
3055	18.55
3056	36.45
3057	22.25
3058	14.95
3059	130.15
3060	99.75
3061	16.75
3062	17.95
3063	18.65
3064	135.45
3065	76.75
3066	14.55
3067	102.45
3068	25.35
3069	14.65
3071	42.05
